equipment_id,equipment_name,description,promotion_level,craft_flg,equipment_enhance_point,sale_price,require_level,hp,atk,magic_str,def,magic_def,physical_critical,magic_critical,wave_hp_recovery,wave_energy_recovery,dodge,physical_penetrate,magic_penetrate,life_steal,hp_recovery_rate,energy_recovery_rate,energy_reduce_rate,enable_donation,accuracy
101551,"Motivational Bracelet","A mysterious bracelet that energizes the wearer. Increases attack.",1,0,2,60,3,0.0,3.0,0.0,1.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
101581,"Charm Pendant","An amulet featuring a four-leaf clover. It is said that it brings good luck and protection to the person who wears it.",1,0,2,60,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
101611,"Warcry Bracelet","A bracelet with magical power. When worn, it raises your spirits and increases magic attack.",1,0,2,60,3,0.0,0.0,3.0,0.0,1.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
102011,"Gear Blade","An unusual sword with a blade and handle connected by gears. A weapon created by a watchmaker and a blacksmith.",2,0,6,160,6,30.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
102013,"Blue Blood","A replica of a great sword presented to a certain noble. Not only is it beautiful, it is sharp and practical.",2,0,14,320,9,60.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
102014,"Aurora Sword","A beautiful sword that glows in the colors of the northern lights. The blade emits light every time it is wielded, and in its wake the light appears to dance.",2,0,14,320,10,0.0,27.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
102041,"Crescent Sword","A beautifully curved sword. It's such a fine blade that a brave and well-known general once said that it would be a shame for it to be sullied by blood.",2,0,14,320,9,35.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
102071,"Commando Knife","A knife that is more useful in the forest or mountains rather than in battle. Various gimmicks for survival are packed within it.",2,0,6,160,6,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
102101,"Leather Knuckles","Leather gloves embedded with metal that make punches hit harder. Designed for martial artists who strive to make their body a true weapon.",2,0,14,320,10,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
102131,"Crystal Bow","A bow made using materials gathered from the Crystal Mountains. The crystals act as a magical catalyst, enabling it to fire enchanted arrows.",2,0,14,320,9,0.0,27.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
102162,Trident,"A polearm named after the weapon of the sea-god Poseidon, which held the power to sink continents beneath the waves.",2,0,6,160,7,0.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
102163,"Flame Spear","A spear imbued with the strength of a fire spirit. The more monsters it slays, the more fiercely its flame-shaped head blazes.",2,0,14,320,10,0.0,20.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
102191,"Metal Axe","A steel battle axe. Unlike its cousins made for chopping wood, this axe was intended to be a weapon and is thus quite lethal.",2,0,6,160,6,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
102192,"Full Metal Axe","A battle axe crafted using advanced metalworking techniques. Decimates foes with attacks that make full use of its weight.",2,0,14,320,9,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
102221,"Green Rod","A rod made by elves, a folk with strong ties to nature. Used both as a weapon and as an implement in prayers for plentifulness.",2,0,6,160,7,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
102222,"Little Dragon Rod","A cane topped by a dragon clutching an orb. Imbued with faint traces of draconic might.",2,0,14,320,10,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
102251,"Staff of Vitality","A staff that facilitates the casting of recovery spells. A favorite of magical healers.",2,0,6,160,6,0.0,0.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
102252,"Unicorn's Grace","A staff made with the precious horn of a unicorn. The horn has restorative powers and enhances healing magic.",2,0,14,320,9,0.0,0.0,27.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
102281,"Sage's Vestment","Robes once worn by a priest traveling the continent to spread his faith. Beloved by spellcasters for being hardy while allowing ease of movement.",2,0,8,160,8,90.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
102282,"Light Plate Armor","Armor made from thin plates. Light and nimble, it's characterized by reliable defense and ease of movement.",2,1,12,320,14,150.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
102311,Scalemail,"Armor made of leather and metal arranged like scales. Easy to move around in and strong against slashes or thrusts, but weak against blows from blunt weapons.",2,1,6,160,9,95.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
102312,"Full Plate Armor","Solid armor made with advanced casting techniques. The wearer becomes immune to ordinary attacks.",2,1,10,320,14,180.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
102341,"Folkloric Garment","Clothes that have been woven with a legendary Astraean pattern. You need the proper status and pedigree to purchase it.",2,1,6,160,9,90.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
102342,"Ninja Outfit","There is no better attire for working in the dark. It is said that in some countries, professional spies use it habitually.",2,1,10,320,14,120.0,7.0,0.0,1.0,1.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
102371,"Springtime Robe","A lovely robe reminiscent of spring. The robe is very durable and suitable for travel. Its design and practicality make it a favorite among many people.",2,1,6,160,8,65.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
102372,"Nordic Robe","A favorite item in the cold, northern countries. The warm yarn is spun from sheep's wool, and the cape weaved from it protects the shoulders and arms from the severe climate.",2,1,10,320,14,120.0,0.0,7.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
102401,"Tower Shield","A metal shield as big as a person's body. It provides overwhelming protection, but is difficult to move with because of its weight.",2,1,6,320,15,135.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
102431,"Clown Boots","These stylish boots are inspired by a clown. When you wear them, you will feel happy and cheerful.",2,1,6,160,8,30.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
102432,"Hunting Boots","Boots made with the bones of monsters that inhabit the high mountains. Its wild design will awaken the wild heart within!",2,1,10,320,15,60.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
102461,"Witch's Boots","Footwear worn by magic-users during travels to collect potion ingredients. Built sturdily enough to withstand even the harshest of environments.",2,0,8,160,9,30.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
102491,"Cute Cap","A casquette with goggles attached. It has a cute, balloon-like silhouette and is all the rage with Landosol's teens.",2,1,6,160,8,90.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
102493,"Legionnaire Helm","A helmet used by ancient warriors. It is so sturdy that it can still be used in the modern age.",2,1,10,160,9,90.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
102521,"Priestess Hood","A hood used by nuns. They say that these nuns have healed not only the bodies, but also the spirits, of injured people.",2,1,10,320,16,0.0,0.0,7.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0,0.0
102551,"Jewel of Courage","An orb that grants valor, one of the three key attributes of a warrior. Provides the courage to face any foe in battle without fear.",2,0,12,160,9,0.0,11.0,0.0,0.0,0.0,0.0,0.0,30.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
102552,"Spiked Bangle","A strength-enhancing bracelet adorned with the spiked scales of a monster. The viciousness of that beast makes it a rarity out on the market.",2,0,20,320,18,0.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1,0.0
102581,"Benevolent Jewel","An orb that grants virtue, one of the three key attributes of a warrior. Instills a compassionate heart that strives to protect oneself and others.",2,0,12,160,10,55.0,0.0,0.0,1.0,1.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
102582,"Victory Friendship Bracelet","A bracelet for knights woven with prayers of a safe return home. These wishes keep the wearer safe by boosting defensive abilities.",2,0,20,320,17,120.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
102611,"Magic Glasses","Special glasses made from ensorceled stone that heighten the wearer's magic attack power.",2,0,12,160,9,0.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
102612,"Orb of Wisdom","An orb that grants wisdom, one of the three key attributes of a warrior. Improves spellcasting by clearing the mind and granting intelligence.",2,0,12,160,10,0.0,0.0,10.0,0.0,0.0,0.0,0.0,25.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
102613,"Magic Monocle","A monocle used by a noble wizard. Runes are engraved on the metal frame, raising the magic power of the wearer.",2,1,6,320,17,0.0,0.0,24.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
102614,"Patterned Bracelet","A silver bracelet decorated with magic stones and special engravings. It revitalizes the flow of magic and increases the magic power of the wearer.",2,1,16,320,18,0.0,0.0,20.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
103011,"Sparkling Sword","A curved blade made of meteorite shards. The blade shines like stardust when bathed in light.",3,1,12,1400,19,90.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
103012,"Dragon Crest Sword","A sword emblazoned with the fiery breath of a dragon. Its wide blade is better for slashing than thrusting, and its wielder will look like a dragon beautifully in motion.",3,1,20,3000,29,115.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
103013,"Feather Blade","A wizard used this blade specifically for close combat. Since he was physically weak, he enchanted the feathers of a large bird and used them to create this extremely light sword.",3,1,20,4000,37,135.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
103041,"Moonlight Sword","A sword granted to those licensed in a sword style taught in an eastern kingdom. It contains moonlight and heightens the wielder's five senses along with their sixth sense.",3,1,32,3000,30,65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
103042,"Thunder Katana","It is said that a powerful samurai defeated a thunder beast with this sword. This sword is imbued with the power of lightning.",3,1,40,4000,40,75.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
103071,"Platinum Knife","A dagger made from very expensive platinum. Many aristocrats keep one at their side for self-defense.",3,1,12,1400,19,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
103072,"Vampire's Dagger","A fearsome dagger with its own will and a constant thirst for blood. When bathed in blood, rather than rusting, it shines even more bewitchingly.",3,1,45,4000,40,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0,0.0
103101,"Dragon's Claw","A claw in the shape of the jaws of a vicious black dragon. It enables the wearer to see in the dark. An assassin who once used this claw soaked it in poison to increase its lethality.",3,1,20,3000,30,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
103131,"Cupid's Bow","A man once gifted his sweetheart the game he took down with this bow. In tribute, he named the bow after the god of love.",3,1,20,3000,30,0.0,53.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
103132,"Devil's Bow","A bow made by demons persecuted by people and driven deep underground. They have defeated many humans entering their territory with this bow.",3,1,40,4000,41,0.0,61.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
103161,"A Knight's Pride","A halberd given to a prestigious knight. Its unbreakable blade represents the pride of a knight fighting for his country and people.",3,1,18,1400,19,0.0,35.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
103162,"Super Spear","A spear that can kill with a single blow. Its deadly power easily penetrates even the strongest armor, stopping the enemy's breath with a single thrust.",3,1,20,3000,30,0.0,46.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
103191,"Blue Sphere Axe","A battle axe with a blue, astronomical object. The astronomical object symbolizes the world itself and absorbs the energy of the earth to imbue the wearer with power.",3,1,12,1400,20,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
103192,"Graceful Flower Battleaxe","Every time this axe decorated with brilliant flowers is wielded, a large, new ring of fresh blood blooms.",3,1,46,3000,30,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
103193,"Lightning Bolt Axe","An axe made in a workshop specializing in advanced weapon manufacturing. It is possible to store lightning inside the axe and release it when attacking.",3,1,66,4000,41,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
103221,"Thornblood Rod","A staff used by a group of brutal wizards. This staff has been dyed red with the blood of its victims.",3,1,12,1400,19,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
103222,"Devil's Horn","A wizard is said to have obtained this item through a deal with a devil. The souls of its victims are believed to be offered to the devil.",3,1,20,4000,40,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
103251,"Protector of the Heavens","A staff used by a clan of wizards who are astrologers by trade. They observe the stars and predict the future.",3,1,12,1400,20,0.0,0.0,40.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
103252,"Flower Bud Staff","The desire to save others causes these buds to bloom. Their untainted energy is the source of their healing power.",3,1,20,3000,29,0.0,0.0,53.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
103281,"Fashionable Armor","Armor made with a strong and fashionable knight in mind. However, no matter how fashionable one may be, without actual strength, one's charm will be severely reduced.",3,1,32,1400,21,245.0,11.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
103282,"Battle Dress","The armor of a female warrior who defeated a series of strong men and became queen of the arena. It is said that one look into her beastly eyes will cause her opponents in the battlefield to lose their will to fight.",3,1,42,3000,32,325.0,15.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
103283,"Heavy Metal Armor","Armor made of thick steel plates. Forgoing lightness, it specializes in defense, and is favored by warriors who use axes and swords.",3,1,25,4000,43,380.0,17.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
103311,"Gorgeous Armor","A knight with a penchant for flamboyance had this armor made for him. His bravado caused him to stand out on the battlefield, attracting enemies to his location.",3,1,30,1400,21,245.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
103341,"Leather Robe","A piece of clothing consisting of a leather robe over fabric. It provides excellent protection against the cold and is suitable for gathering materials in cold weather.",3,1,30,1400,21,180.0,10.0,0.0,1.0,1.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
103342,"Palace Uniform","A noble dress for a female knight of the royal castle. The dress is made of fine leather and black gold, and the chest adorned with a symbol indicating the status of a knight.",3,1,25,3000,32,235.0,13.0,0.0,2.0,1.0,0.0,0.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
103343,"Cosmic Veil","The clothes worn by the Elven Queen during peace treaty meetings with other races. Elvenfolk endowed it with a powerful magic veil just in case.",3,1,75,4000,44,205.0,15.0,0.0,2.0,2.0,0.0,0.0,370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
103371,"Cupid's Robe","This robe is modeled on a garment worn by the god of love. With feathers that float magically on its back, the robe is often mistaken for the real thing.",3,1,30,3000,32,235.0,0.0,13.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
103372,"Philosopher's Robe","The robes of a philosopher who supported a child emperor. He taught the boy the right path and principles, leading the country to a better future.",3,1,25,4000,43,245.0,0.0,14.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0,0.0
103401,"Garnet Shield","The shield of a brave and courageous general. From the battle's front line, he personally cut into the enemy's territory and led the army to victory.",3,1,25,3000,34,290.0,8.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
103431,"Ninja Shoes","Special boots that make footsteps silent. Rumors say Eastern spies wore such boots, but they remain a mystery.",3,1,25,1400,23,90.0,5.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
103432,"Fencing Boots","Boots made for swordsmen who use rapiers and other slender swords. They are very light, perfect for those who seek mobility over strength.",3,1,45,3000,35,115.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
103461,"Witch's Palace Boots","A mage's formal boots. They are enchanted so they never get dirty, no matter where they go.",3,1,46,3000,34,115.0,0.0,20.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
103491,"Dragon's Head","A helmet used by knights who worship the now deceased black dragon. They continued to take the lives of innocent people as sacrifices for the dragon.",3,1,40,3000,35,235.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
103521,"Witch's Headband","A headband that a wizard's family gives to a daughter leaving the home for training. The mother kneads in her own magical power, creating it with love.",3,1,20,1400,23,90.0,0.0,20.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
103522,"Witch's Hat","A traditional mage's hat adorned with accessories that impove their magic.",3,1,25,3000,34,115.0,0.0,26.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
103551,"Opal Earrings","Magical opal earrings. The wearer's body will overflow with vitality and attack power will increase.",3,1,25,1400,25,0.0,33.0,0.0,3.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
103552,"Gryphon Feather Headdress","A headdress made from feathers of a Gryphon, a creature with the head and wings of an eagle and the body of a lion. The power of a ferocious beast dwells within it.",3,1,25,3000,36,0.0,44.0,0.0,2.0,0.0,0.0,0.0,235.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
103553,"Scarlet Diamonds","A rare scarlet diamond. It is said to contain the flames of a dragon. By equipping it, one will gain power like that of a raging fire.",3,1,25,4000,46,70.0,54.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
103581,"Emerald Earrings","Magical emerald earrings. The wearer gains an indomitable spirit and increased defense.",3,1,25,1400,25,180.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
103582,"Octagram Pendant","An eight-pointed star that represents infinite circulation. It absorbs eight naturally occurring elements to endow the wearer with continuous protection.",3,1,40,3000,37,0.0,26.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
103583,"Lion King's Grace","Once owned by a king known as Lionheart. Having spent most of his life in battle, many people revered him for his bravery.",3,1,45,4000,46,270.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
103611,"Turquoise Earrings","Magical turquoise earrings. The wearer gains wisdom and increased magical attack power.",3,1,25,1400,25,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
103612,"Pearl Earrings","Magical pearl earrings. The wearer gains better mental concentration and magical power.",3,1,36,1400,25,0.0,0.0,10.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0,0.0
103613,"Sorcerer Glasses","Wise men use this in Grotto Quests for energy flows. The energy flowing through the ground is studied and used to investigate the conditions of the environment and continent.",3,1,41,3000,36,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
103614,"Laurel's Sorrow","It is said that after the spirit Daphne transformed herself into a laurel tree, Apollo, who loved her, wore a leaf from her tree as a sign of his eternal love.",3,1,25,4000,46,0.0,0.0,46.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0,0.0
104011,"Angelic Blade","Once wielded by a powerful archangel, this brilliant silver blade contains the power that banishes all evil with a single swing.",4,1,100,7200,48,165.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
104012,"Sun Blade","A sword said to be blessed by the sun god Apollo. The person who wielded this sword was called the Sun King. He made history and brought prosperity to the realm for many years.",4,1,80,10000,52,70.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
