room_item_id,level,item_detail,lvup_trigger_type,lvup_trigger_id,lvup_trigger_value,lvup_trigger_type_2,lvup_trigger_id_2,lvup_trigger_value_2,lvup_item1_type,lvup_item1_id,lvup_item1_num,lvup_time
118,1,"A brick wall that can withstand wind and rain—but that doesn't mean you can lay out your frustrations on it.",0,0,0,0,0,0,0,0,0,0
119,1,"Cobblestone flooring that's quite hard. It may be best to avoid running around on it as it could be dangerous.",0,0,0,0,0,0,0,0,0,0
120,1,"Marble flooring that goes well with refined furniture for a luxurious interior.",0,0,0,0,0,0,0,0,0,0
121,1,"This brick flooring can transform your room into one from a foreign country.",0,0,0,0,0,0,0,0,0,0
122,1,"A beautifully designed mosaic tile floor that goes well with castle-like decor.",0,0,0,0,0,0,0,0,0,0
123,1,"Black and white tile flooring that matches monochrome furniture to transform any room into a unique space!",0,0,0,0,0,0,0,0,0,0
124,1,"This red and white tile flooring is designed to go with any kind of interior and creates a fun atmosphere.",0,0,0,0,0,0,0,0,0,0
125,1,"Cute pink background material. The delicate, girly design goes well with elegant furniture.",0,0,0,0,0,0,0,0,0,0
126,1,"Pale pink background material. Its subtle charm gives a somewhat sophisticated atmosphere to the room.",0,0,0,0,0,0,0,0,0,0
127,1,"Beautiful, blue background material. The calm, azure color is comforting and goes well with plain furniture.",0,0,0,0,0,0,0,0,0,0
128,1,"Pale blue background material. The azure color gently envelops the room to create a relaxing atmosphere.",0,0,0,0,0,0,0,0,0,0
129,1,"Yellow background material. The girls are sure to feel energized like the sun. It goes well with bright interiors.",0,0,0,0,0,0,0,0,0,0
130,1,"Pale yellow background material. Just like the sun, the warm background will lull the girls into a comfortable slumber.",0,0,0,0,0,0,0,0,0,0
131,1,"A tiger rug that's excellent for keeping bare feet warm. It's so realistic that you can almost hear it roar.",0,0,0,0,0,0,0,0,0,0
132,1,"White tiles that can be alternated with other tiles to create a stylish, checkered look.",0,0,0,0,0,0,0,0,0,0
133,1,"Grey tiles to create an austere yet modern atmosphere. Great for advanced interior designers.",0,0,0,0,0,0,0,0,0,0
134,1,"Red tiles. Their vivid color could change the mood of a room in a heartbeat!",0,0,0,0,0,0,0,0,0,0
135,1,"Blue tiles. A great choice for those looking to add a cool, tranquil touch to their room.",0,0,0,0,0,0,0,0,0,0
136,1,"Yellow tiles. The relaxing, warm hue goes well with white furniture. It's said that mastering the art of design starts from incorporating this kind of color into your interior.",0,0,0,0,0,0,0,0,0,0
137,1,"Green tiles that are sure to bring color to any room. Combine them with other tiles to make a mosaic pattern.",0,0,0,0,0,0,0,0,0,0
138,1,"Purple tiles. Great for anyone looking to add a sophisticated and bewitching vibe to their room!",0,0,0,0,0,0,0,0,0,0
139,1,"Light brown tiles that go well with both Japanese and Western-style interiors. Perfect for those who want a room with a practical feel!",0,0,0,0,0,0,0,0,0,0
140,1,"An endless mountain of sweets that is something out of a dream. Eat to your heart's content and be happy!",101,0,10,0,0,0,1,0,1000,5
140,2,"An endless mountain of sweets that is something out of a dream. Eat to your heart's content and be happy!",101,0,20,0,0,0,1,0,2000,30
140,3,"An endless mountain of sweets that is something out of a dream. Eat to your heart's content and be happy!",101,0,30,0,0,0,1,0,3000,60
140,4,"An endless mountain of sweets that is something out of a dream. Eat to your heart's content and be happy!",101,0,40,0,0,0,1,0,9000,180
140,5,"An endless mountain of sweets that is something out of a dream. Eat to your heart's content and be happy!",101,0,50,0,0,0,1,0,15000,300
140,6,"An endless mountain of sweets that is something out of a dream. Eat to your heart's content and be happy!",101,0,60,0,0,0,1,0,17000,420
140,7,"An endless mountain of sweets that is something out of a dream. Eat to your heart's content and be happy!",101,0,70,0,0,0,1,0,19000,600
140,8,"An endless mountain of sweets that is something out of a dream. Eat to your heart's content and be happy!",101,0,75,0,0,0,1,0,20000,720
140,9,"An endless mountain of sweets that is something out of a dream. Eat to your heart's content and be happy!",101,0,80,0,0,0,1,0,25000,900
140,10,"An endless mountain of sweets that is something out of a dream. Eat to your heart's content and be happy!",101,0,90,0,0,0,1,0,50000,900
140,11,"An endless mountain of sweets that is something out of a dream. Eat to your heart's content and be happy!",101,0,100,0,0,0,1,0,55000,900
140,12,"An endless mountain of sweets that is something out of a dream. Eat to your heart's content and be happy!",101,0,120,0,0,0,1,0,60000,900
140,13,"An endless mountain of sweets that is something out of a dream. Eat to your heart's content and be happy!",101,0,130,0,0,0,1,0,65000,900
140,14,"An endless mountain of sweets that is something out of a dream. Eat to your heart's content and be happy!",101,0,140,0,0,0,1,0,70000,900
140,15,"An endless mountain of sweets that is something out of a dream. Eat to your heart's content and be happy!",101,0,0,0,0,0,1,0,112500,900
141,1,"When water is poured over it, it changes into a magical potion. Its refreshing, sweet taste helps one recover from fatigue, though it can be enjoyed at any time.",101,0,10,0,0,0,1,0,1000,5
141,2,"When water is poured over it, it changes into a magical potion. Its refreshing, sweet taste helps one recover from fatigue, though it can be enjoyed at any time.",101,0,20,0,0,0,1,0,2000,30
141,3,"When water is poured over it, it changes into a magical potion. Its refreshing, sweet taste helps one recover from fatigue, though it can be enjoyed at any time.",101,0,30,0,0,0,1,0,3000,60
141,4,"When water is poured over it, it changes into a magical potion. Its refreshing, sweet taste helps one recover from fatigue, though it can be enjoyed at any time.",101,0,40,0,0,0,1,0,9000,180
141,5,"When water is poured over it, it changes into a magical potion. Its refreshing, sweet taste helps one recover from fatigue, though it can be enjoyed at any time.",101,0,50,0,0,0,1,0,15000,300
141,6,"When water is poured over it, it changes into a magical potion. Its refreshing, sweet taste helps one recover from fatigue, though it can be enjoyed at any time.",101,0,60,0,0,0,1,0,17000,420
141,7,"When water is poured over it, it changes into a magical potion. Its refreshing, sweet taste helps one recover from fatigue, though it can be enjoyed at any time.",101,0,70,0,0,0,1,0,19000,600
141,8,"When water is poured over it, it changes into a magical potion. Its refreshing, sweet taste helps one recover from fatigue, though it can be enjoyed at any time.",101,0,75,0,0,0,1,0,20000,720
141,9,"When water is poured over it, it changes into a magical potion. Its refreshing, sweet taste helps one recover from fatigue, though it can be enjoyed at any time.",101,0,80,0,0,0,1,0,25000,900
141,10,"When water is poured over it, it changes into a magical potion. Its refreshing, sweet taste helps one recover from fatigue, though it can be enjoyed at any time.",101,0,90,0,0,0,1,0,50000,900
141,11,"When water is poured over it, it changes into a magical potion. Its refreshing, sweet taste helps one recover from fatigue, though it can be enjoyed at any time.",101,0,100,0,0,0,1,0,55000,900
141,12,"When water is poured over it, it changes into a magical potion. Its refreshing, sweet taste helps one recover from fatigue, though it can be enjoyed at any time.",101,0,120,0,0,0,1,0,60000,900
141,13,"When water is poured over it, it changes into a magical potion. Its refreshing, sweet taste helps one recover from fatigue, though it can be enjoyed at any time.",101,0,130,0,0,0,1,0,65000,900
141,14,"When water is poured over it, it changes into a magical potion. Its refreshing, sweet taste helps one recover from fatigue, though it can be enjoyed at any time.",101,0,140,0,0,0,1,0,70000,900
141,15,"When water is poured over it, it changes into a magical potion. Its refreshing, sweet taste helps one recover from fatigue, though it can be enjoyed at any time.",101,0,0,0,0,0,1,0,112500,900
142,1,"An egg-shaped device that automatically makes mana and emits a beautiful, green light. You need to be qualified to use it, but the device can be easily set up thanks to Karin's certification.",101,0,10,0,0,0,1,0,1000,5
142,2,"An egg-shaped device that automatically makes mana and emits a beautiful, green light. You need to be qualified to use it, but the device can be easily set up thanks to Karin's certification.",101,0,20,0,0,0,1,0,2000,30
142,3,"An egg-shaped device that automatically makes mana and emits a beautiful, green light. You need to be qualified to use it, but the device can be easily set up thanks to Karin's certification.",101,0,30,0,0,0,1,0,3000,60
142,4,"An egg-shaped device that automatically makes mana and emits a beautiful, green light. You need to be qualified to use it, but the device can be easily set up thanks to Karin's certification.",101,0,40,0,0,0,1,0,9000,180
142,5,"An egg-shaped device that automatically makes mana and emits a beautiful, green light. You need to be qualified to use it, but the device can be easily set up thanks to Karin's certification.",101,0,50,0,0,0,1,0,15000,300
142,6,"An egg-shaped device that automatically makes mana and emits a beautiful, green light. You need to be qualified to use it, but the device can be easily set up thanks to Karin's certification.",101,0,60,0,0,0,1,0,17000,420
142,7,"An egg-shaped device that automatically makes mana and emits a beautiful, green light. You need to be qualified to use it, but the device can be easily set up thanks to Karin's certification.",101,0,70,0,0,0,1,0,19000,600
142,8,"An egg-shaped device that automatically makes mana and emits a beautiful, green light. You need to be qualified to use it, but the device can be easily set up thanks to Karin's certification.",101,0,75,0,0,0,1,0,20000,720
142,9,"An egg-shaped device that automatically makes mana and emits a beautiful, green light. You need to be qualified to use it, but the device can be easily set up thanks to Karin's certification.",101,0,80,0,0,0,1,0,25000,900
142,10,"An egg-shaped device that automatically makes mana and emits a beautiful, green light. You need to be qualified to use it, but the device can be easily set up thanks to Karin's certification.",101,0,90,0,0,0,1,0,50000,900
142,11,"An egg-shaped device that automatically makes mana and emits a beautiful, green light. You need to be qualified to use it, but the device can be easily set up thanks to Karin's certification.",101,0,100,0,0,0,1,0,55000,900
142,12,"An egg-shaped device that automatically makes mana and emits a beautiful, green light. You need to be qualified to use it, but the device can be easily set up thanks to Karin's certification.",101,0,120,0,0,0,1,0,60000,900
142,13,"An egg-shaped device that automatically makes mana and emits a beautiful, green light. You need to be qualified to use it, but the device can be easily set up thanks to Karin's certification.",101,0,130,0,0,0,1,0,65000,900
142,14,"An egg-shaped device that automatically makes mana and emits a beautiful, green light. You need to be qualified to use it, but the device can be easily set up thanks to Karin's certification.",101,0,140,0,0,0,1,0,70000,900
142,15,"An egg-shaped device that automatically makes mana and emits a beautiful, green light. You need to be qualified to use it, but the device can be easily set up thanks to Karin's certification.",101,0,0,0,0,0,1,0,112500,900
143,1,"A menu board, just like those found in cafes. Desserts of the day are usually written on the blackboard with markers and chalk.",0,0,0,0,0,0,0,0,0,0
144,1,"Proof that you have conquered the ""Cloudtop Peak."" Rare, mouthwatering monster meat with the finest marbling that appears only near the summit.",101,0,0,0,0,0,0,0,0,0
145,1,"Proof that you have conquered the ""Deepwood Oak."" It is also known as the ""World's Most Delicious Fruit."" Though the skin is hard and difficult to pierce, the flesh is exquisite.",101,0,0,0,0,0,0,0,0,0
146,1,"Proof that you have conquered the Sheercliff Ruins. A dumpling set made from a recipe obtained from the ruins. A supreme dish made of rare meat and vegetables.",101,0,0,0,0,0,0,0,0,0
147,1,"Proof that you have conquered Tideborne Tower. Exquisite cotton candy woven from the light, sugary snow that falls only at the tower's peak. Said to bring ecstasy to even the divine.",101,0,0,0,0,0,0,0,0,0
